feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.5,0.125,12.5,3.0,4.0,1.0,12.499999999998437
bathrooms,0.28125,0.3125,0.03125,3.125,2.25,2.5,0.25,3.124999999999609
sqft_living,0.11734694,0.05290913,0.064437814,6.4437814,1670.0,912.21136,757.78864,6.443780912023012
sqft_lot,0.0022460348,-0.25906548,0.2613115,26.13115,3134.9998,-301103.22,304238.22,26.131152868654627
floors,0.4,0.4,0.0,0.0,2.0,2.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0
grade,0.5833333,0.5833333,0.0,0.0,7.9999995,7.9999995,0.0,0.0
sqft_above,0.10851809,0.039515257,0.06900283,6.900283,1220.0,628.64575,591.35425,6.900282941037046
sqft_basement,0.093361,0.06341198,0.029949017,2.9949017,450.0,305.64575,144.35425,2.9949014117608916
yr_built,0.8869565,0.8869565,0.0,0.0,2002.0,2002.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.7900695,0.7900695,0.0,0.0,47.6478,47.6478,0.0,0.0
long,0.10215947,0.10215947,0.0,0.0,-122.395996,-122.395996,0.0,0.0
sqft_living15,0.21183962,0.18996169,0.02187793,2.187793,1630.0,1502.8673,127.13269,2.18779367457731
sqft_lot15,0.0010855219,0.023191545,0.022106024,2.2106023,1596.0,20840.377,19244.377,2.2106023846015557
