feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,-0.14895009,0.23985918,23.985918,3.0,-4.915353,7.915353,23.98591764045411
bathrooms,0.28125,-0.06552935,0.34677935,34.677933,2.25,-0.5242348,2.7742348,34.67793464660211
sqft_living,0.11734694,-0.20117262,0.31851956,31.851955,1670.0,-2075.79,3745.79,31.851956114477037
sqft_lot,0.0022460348,-0.7652431,0.76748914,76.74892,3134.9998,-890432.7,893567.7,76.7489171363442
floors,0.4,0.4523392,0.052339196,5.2339196,2.0,2.130848,0.13084793,5.233917236326032
waterfront,0.0,-0.039622247,0.039622247,3.9622247,0.0,-0.039622247,0.039622247,3.9622247219046067
view,0.0,-0.2803388,0.2803388,28.03388,0.0,-1.1213552,1.1213552,28.033879399292612
condition,0.5,0.05922547,0.44077453,44.077454,3.0,1.2369019,1.7630981,44.07745301722378
grade,0.5833333,0.297644,0.28568932,28.568932,7.9999995,4.5717278,3.4282718,28.56893142064174
sqft_above,0.10851809,-0.5226071,0.63112515,63.112514,1220.0,-4188.7427,5408.7427,63.112516636887385
sqft_basement,0.093361,-0.3847091,0.47807008,47.807007,450.0,-1854.2979,2304.2979,47.80700936851659
yr_built,0.8869565,0.9073476,0.020391107,2.0391107,2002.0,2004.345,2.3449707,2.0391049592391126
yr_renovated,0.0,0.045584038,0.045584038,4.558404,0.0,91.85184,91.85184,4.55840382919122
lat,0.7900695,0.9495491,0.15947956,15.947956,47.6478,47.746407,0.09860611,15.9479394499404
long,0.10215947,-0.047806323,0.1499658,14.996579,-122.395996,-122.57655,0.18055725,14.996449416645463
sqft_living15,0.21183962,-0.011238933,0.22307855,22.307856,1630.0,333.69058,1296.3094,22.30785490005485
sqft_lot15,0.0010855219,-0.54769576,0.5487813,54.878128,1596.0,-476145.0,477741.0,54.87812862917538
