feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.5,0.5,0.0,0.0,4.0,4.0,0.0,0.0
bathrooms,0.3125,0.3125,0.0,0.0,2.5,2.5,0.0,0.0
sqft_living,0.17006803,0.15775627,0.012311757,1.2311757,2290.0,2145.2136,144.78638,1.231176674771471
sqft_lot,0.00990059,-0.12098541,0.130886,13.0886,12047.0,-140340.17,152387.17,13.088600438986012
floors,0.4,0.4,0.0,0.0,2.0,2.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.5,0.25,25.0,4.0,3.0,1.0,24.99999999999375
grade,0.6666667,0.5833333,0.08333337,8.333338,9.0,7.9999995,1.0000005,8.333337306975624
sqft_above,0.23337223,0.25309238,0.019720152,1.9720151,2290.0,2459.0017,169.00171,1.972015274030046
sqft_basement,0.0,-0.06966312,0.06966312,6.9663124,0.0,-335.77625,335.77625,6.966312139360735
yr_built,0.76521736,0.76521736,0.0,0.0,1988.0,1988.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.6479055,0.6479055,0.0,0.0,47.5599,47.5599,0.0,0.0
long,0.34385383,0.34385383,0.0,0.0,-122.105,-122.105,0.0,0.0
sqft_living15,0.46997073,0.4153562,0.054614544,5.4614544,3129.9998,2812.6348,317.365,5.461452249774135
sqft_lot15,0.017247736,-0.021010768,0.038258504,3.8258505,15665.999,-17639.902,33305.902,3.825850393688351
