feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.15151516,0.13517688,0.016338274,1.6338274,5.0,4.460837,0.5391631,1.6338276140617107
bathrooms,0.4375,0.41429394,0.023206055,2.3206055,3.5,3.3143516,0.18564844,2.320605516433426
sqft_living,0.24404761,0.22503966,0.019007951,1.9007951,3160.0,2936.4663,223.53369,1.9007966956313773
sqft_lot,0.0039982,0.005897748,0.0018995479,0.18995479,5175.0,7386.594,2211.5942,0.1899547905631535
floors,0.4,0.3983219,0.0016781092,0.16781092,2.0,1.9958048,0.0041952133,0.16780853271477664
waterfront,0.0,-0.013330013,0.013330013,1.3330013,0.0,-0.013330013,0.013330013,1.3330012559877416
view,0.0,-0.021557014,0.021557014,2.1557014,0.0,-0.08622806,0.08622806,2.155701443552432
condition,0.5,0.4918125,0.008187503,0.81875026,3.0,2.9672499,0.03275013,0.8187532424924711
grade,0.6666667,0.5349231,0.13174361,13.174361,9.0,7.419077,1.5809231,13.174359003701703
sqft_above,0.33488914,0.25009462,0.08479452,8.479452,3160.0,2433.311,726.68896,8.479451165037922
sqft_basement,0.0,-0.030094273,0.030094273,3.0094273,0.0,-145.0544,145.0544,3.0094273357470493
yr_built,0.99130434,0.9991126,0.007808268,0.7808268,2014.0001,2014.8978,0.8977051,0.7806131114130368
yr_renovated,0.0,-0.0056058047,0.0056058047,0.5605805,0.0,-11.295696,11.295696,0.5605804594811372
lat,0.96344817,0.9636571,0.00020891428,0.020891428,47.755,47.755127,0.00012588501,0.0203598592536668
long,0.25166112,0.25185466,0.00019353628,0.019353628,-122.216,-122.21577,0.00023651123,0.019643789906025916
sqft_living15,0.2927207,0.21875104,0.07396966,7.396966,2100.0,1670.1624,429.83765,7.396965177841593
sqft_lot15,0.009993694,-0.2037801,0.21377379,21.377378,9351.0,-176749.56,186100.56,21.37737938932788
