feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.121212125,0.141022,0.019809872,1.9809872,4.0,4.653726,0.6537261,1.9809881846109423
bathrooms,0.3125,-0.25986862,0.5723686,57.236862,2.5,-2.078949,4.578949,57.23686218261004
sqft_living,0.17006803,0.43906957,0.26900154,26.900154,2290.0,5453.458,3163.458,26.900153127657312
sqft_lot,0.00990059,0.007580282,0.0023203082,0.23203082,12047.0,9345.526,2701.4736,0.23203074472267696
floors,0.4,0.55594397,0.15594396,15.594396,2.0,2.38986,0.3898599,15.594396591180285
waterfront,0.0,-0.0763157,0.0763157,7.63157,0.0,-0.0763157,0.0763157,7.631570100776669
view,0.0,-0.08418087,0.08418087,8.418087,0.0,-0.33672348,0.33672348,8.418086916206162
condition,0.75,0.45164,0.29836,29.835999,4.0,2.80656,1.19344,29.835999011985948
grade,0.6666667,0.32942316,0.33724353,33.724354,9.0,4.9530783,4.0469217,33.72434775034306
sqft_above,0.23337223,0.26736927,0.033997044,3.3997045,2290.0,2581.3547,291.35474,3.3997052080294625
sqft_basement,0.0,0.22054696,0.22054696,22.054695,0.0,1063.0364,1063.0364,22.054696617284748
yr_built,0.76521736,0.5744971,0.19072026,19.072025,1988.0,1966.0673,21.93274,19.071947180706356
yr_renovated,0.0,-0.16635326,0.16635326,16.635326,0.0,-335.2018,335.2018,16.635325694498288
lat,0.6479055,0.6452286,0.0026769042,0.26769042,47.5599,47.558243,0.0016555786,0.2677629974573149
long,0.34385383,0.36942276,0.025568932,2.5568933,-122.105,-122.07421,0.030792236,2.5574947116361484
sqft_living15,0.46997073,1.0402708,0.5703001,57.03001,3129.9998,6444.0137,3314.014,57.03001060085398
sqft_lot15,0.017247736,0.27877146,0.26152372,26.152372,15665.999,243335.22,227669.22,26.15237266943044
