feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.5,0.125,12.5,3.0,4.0,1.0,12.499999999998437
bathrooms,0.3125,0.4375,0.125,12.5,2.5,3.5,1.0,12.499999999998437
sqft_living,0.1904762,0.0841104,0.10636579,10.6365795,2530.0,1279.1383,1250.8617,10.636579033468854
sqft_lot,0.53531986,0.28003007,0.2552898,25.52898,623779.0,326551.72,297227.28,25.52898039894389
floors,0.0,0.4,0.4,40.0,1.0,2.0,1.0,39.999999999984
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.5,0.25,25.0,4.0,3.0,1.0,24.99999999999375
grade,0.5833333,0.5833333,0.0,0.0,7.9999995,7.9999995,0.0,0.0
sqft_above,0.2613769,0.19690725,0.064469635,6.4469633,2530.0,1977.4951,552.5049,6.446964793611435
sqft_basement,0.0,0.059311923,0.059311923,5.9311924,0.0,285.88345,285.88345,5.931191978612875
yr_built,0.6956522,0.6956522,0.0,0.0,1980.0001,1980.0001,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.41969916,0.41969916,0.0,0.0,47.4188,47.4188,0.0,0.0
long,0.47342193,0.47342193,0.0,0.0,-121.949,-121.949,0.0,0.0
sqft_living15,0.29616246,0.18681958,0.10934287,10.934287,2120.0,1484.6086,635.39136,10.934285964926431
sqft_lot15,0.11483788,0.1446808,0.02984292,2.984292,100623.0,126602.72,25979.719,2.9842913781992744
