feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.75,0.5,0.25,25.0,6.0,4.0,2.0,24.999999999996874
bathrooms,0.21875,0.3125,0.09375,9.375,1.75,2.5,0.75,9.37499999999883
sqft_living,0.20918368,0.17254548,0.0366382,3.66382,2750.0,2319.1348,430.86523,3.6638200201955775
sqft_lot,0.007767072,0.0072472906,0.0005197814,0.051978137,9563.0,8957.832,605.16797,0.05197813991809488
floors,0.4,0.4,0.0,0.0,2.0,2.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.5,0.25,25.0,4.0,3.0,1.0,24.99999999999375
grade,0.5833333,0.5833333,0.0,0.0,7.9999995,7.9999995,0.0,0.0
sqft_above,0.28704783,0.24763082,0.039417014,3.9417014,2750.0,2412.196,337.80396,3.9417030930936394
sqft_basement,0.0,-0.03532635,0.03532635,3.532635,0.0,-170.27301,170.27301,3.532635067508428
yr_built,0.6347826,0.6347826,0.0,0.0,1972.9999,1972.9999,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.77227885,0.77227885,0.0,0.0,47.6368,47.6368,0.0,0.0
long,0.35049835,0.35049835,0.0,0.0,-122.097,-122.097,0.0,0.0
sqft_living15,0.28239545,0.27068773,0.011707723,1.1707723,2040.0,1971.9664,68.03357,1.1707721448276973
sqft_lot15,0.010237218,0.0048998245,0.0053373934,0.5337393,9562.999,4916.5376,4646.4614,0.5337392181004458
