feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,1.0152177,0.92430854,92.430855,3.0,33.502182,30.502182,92.4308545661667
bathrooms,0.3125,0.41207662,0.09957662,9.957663,2.5,3.296613,0.796613,9.957662224768347
sqft_living,0.1904762,0.31068003,0.12020384,12.020384,2530.0,3943.5972,1413.5972,12.02038408136692
sqft_lot,0.53531986,1.4620479,0.92672807,92.672806,623779.0,1702744.5,1078965.5,92.67281584919014
floors,0.0,0.13303167,0.13303167,13.303166,1.0,1.3325791,0.33257914,13.303165435785694
waterfront,0.0,0.034103233,0.034103233,3.4103234,0.0,0.034103233,0.034103233,3.410323336717056
view,0.0,0.079169706,0.079169706,7.9169707,0.0,0.31667882,0.31667882,7.916970551011968
condition,0.75,1.1011976,0.3511976,35.11976,4.0,5.4047904,1.4047904,35.11976003645972
grade,0.5833333,0.8107693,0.227436,22.7436,7.9999995,10.729232,2.7292323,22.743602593737933
sqft_above,0.2613769,0.516341,0.25496408,25.496408,2530.0,4715.0425,2185.0425,25.49641167408109
sqft_basement,0.0,0.48841012,0.48841012,48.84101,0.0,2354.1367,2354.1367,48.84101076244812
yr_built,0.6956522,0.6120261,0.08362609,8.362609,1980.0001,1970.383,9.617065,8.362665591032536
yr_renovated,0.0,-0.081438616,0.081438616,8.143862,0.0,-164.09882,164.09882,8.143861832157254
lat,0.41969916,0.25430125,0.16539791,16.539791,47.4188,47.316536,0.102264404,16.539609299160595
long,0.47342193,0.6259497,0.15252775,15.252775,-121.949,-121.76536,0.18363953,15.252452356065929
sqft_living15,0.29616246,0.4776003,0.18143785,18.143785,2120.0,3174.3352,1054.3352,18.143782568888742
sqft_lot15,0.11483788,0.2511509,0.13631302,13.631302,100623.0,219290.17,118667.17,13.631302990986146
