feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.121212125,0.01963637,0.101575755,10.157576,4.0,0.64800024,3.3519998,10.157575029315062
bathrooms,0.125,0.6010932,0.47609317,47.609318,1.0,4.8087454,3.8087454,47.6093173026979
sqft_living,0.07908163,0.43189946,0.35281783,35.281784,1220.0,5369.1377,4149.1377,35.28178312340561
sqft_lot,0.009628317,0.16727379,0.15764548,15.764548,11730.0,195272.53,183542.53,15.764547799744733
floors,0.0,-0.0012521558,0.0012521558,0.12521558,1.0,0.99686956,0.003130436,0.12521743774409053
waterfront,0.0,-0.0023259153,0.0023259153,0.23259152,0.0,-0.0023259153,0.0023259153,0.23259152658260449
view,0.0,0.00792814,0.00792814,0.792814,0.0,0.03171256,0.03171256,0.7928140461442872
condition,0.75,1.0406585,0.29065847,29.065847,4.0,5.162634,1.1626339,29.06584739684332
grade,0.5,0.65559965,0.15559965,15.559965,7.0,8.867195,1.8671951,15.559959411619797
sqft_above,0.10851809,0.42738274,0.31886464,31.886465,1220.0,3952.6702,2732.6702,31.88646634790694
sqft_basement,0.0,0.3303822,0.3303822,33.03822,0.0,1592.4421,1592.4421,33.0382186446447
yr_built,0.5217391,0.47227225,0.04946688,4.9466877,1960.0,1954.3113,5.6887207,4.946713654891262
yr_renovated,0.0,0.011705324,0.011705324,1.1705325,0.0,23.586227,23.586227,1.1705323780145
lat,0.26459646,0.26459646,0.0,0.0,47.3229,47.3229,0.0,0.0
long,0.19601329,0.19601329,0.0,0.0,-122.283005,-122.283005,0.0,0.0
sqft_living15,0.14988814,0.45346326,0.3035751,30.35751,1270.0,3034.075,1764.075,30.357510775630264
sqft_lot15,0.010187824,0.24716944,0.23698162,23.698162,9520.0,215824.1,206304.1,23.698159868083245
