feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,-0.0056102797,0.09651937,9.6519375,3.0,-0.18513924,3.1851392,9.651936906756484
bathrooms,0.21875,0.7087631,0.49001312,49.001312,1.75,5.670105,3.920105,49.00131225585325
sqft_living,0.09608843,0.43040204,0.3343136,33.43136,1420.0,5351.5283,3931.5283,33.431363267963434
sqft_lot,0.0063558924,0.15287217,0.14651628,14.651628,7920.0,178505.1,170585.1,14.65162785993675
floors,0.0,-0.0012219353,0.0012219353,0.12219353,1.0,0.99694514,0.0030548573,0.12219429016108393
waterfront,0.0,-0.0026800106,0.0026800106,0.26800105,0.0,-0.0026800106,0.0026800106,0.2680010627952518
view,0.0,-0.001331069,0.001331069,0.1331069,0.0,-0.005324276,0.005324276,0.13310690410431872
condition,0.75,1.0553579,0.30535793,30.535793,4.0,5.2214317,1.2214317,30.535793304435728
grade,0.5,0.6388776,0.13887757,13.887757,7.0,8.666531,1.6665306,13.887755076089336
sqft_above,0.13185531,0.44724736,0.31539205,31.539206,1420.0,4122.91,2702.9102,31.539208357642934
sqft_basement,0.0,0.32200733,0.32200733,32.200733,0.0,1552.0753,1552.0753,32.20073272578448
yr_built,0.53913045,0.5493476,0.01021713,1.021713,1962.0,1963.175,1.1750488,1.0217815896739042
yr_renovated,0.0,0.010640822,0.010640822,1.0640823,0.0,21.441257,21.441257,1.0640822569134805
lat,0.2163998,0.2163998,0.0,0.0,47.293102,47.293102,0.0,0.0
long,0.27491695,0.27491695,0.0,0.0,-122.187996,-122.187996,0.0,0.0
sqft_living15,0.17570126,0.47915488,0.30345362,30.345362,1420.0,3183.3691,1763.3691,30.34536466399931
sqft_lot15,0.008349903,0.227438,0.2190881,21.908812,7919.9995,198646.92,190726.92,21.90880948401526
