feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.625,0.5,0.125,12.5,5.0,4.0,1.0,12.499999999998437
bathrooms,0.1875,0.25,0.0625,6.25,1.5,2.0,0.5,6.249999999999218
sqft_living,0.14455782,0.16728981,0.02273199,2.273199,1989.9999,2257.3281,267.32825,2.2731993798495957
sqft_lot,0.015185429,0.20135517,0.18616974,18.616974,18200.0,234952.6,216752.6,18.616974505142263
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0
grade,0.5,0.9166667,0.4166667,41.666668,7.0,12.0,5.0,41.6666666666632
sqft_above,0.19836639,0.22586715,0.027500764,2.7500763,1990.0,2225.6816,235.68164,2.7500774868728115
sqft_basement,0.0,-0.008460063,0.008460063,0.8460063,0.0,-40.7775,40.7775,0.8460062272321137
yr_built,0.5217391,0.5217391,0.0,0.0,1960.0,1960.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.54099953,0.54099953,0.0,0.0,47.4938,47.4938,0.0,0.0
long,0.21345516,0.21345516,0.0,0.0,-122.26199,-122.26199,0.0,0.0
sqft_living15,0.25141972,0.27450186,0.023082137,2.3082137,1860.0,1994.1304,134.13037,2.308214956010153
sqft_lot15,0.009197644,0.010804905,0.0016072607,0.16072607,8657.999,10057.198,1399.1992,0.16072607271388514
