feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.014376096,0.076533,7.6533,3.0,0.4744112,2.5255888,7.653299244967142
bathrooms,0.1875,0.41168,0.22418001,22.418001,1.5,3.29344,1.7934401,22.418001294133244
sqft_living,0.08078232,0.26891565,0.18813333,18.813334,1240.0,3452.4482,2212.4482,18.813335392750847
sqft_lot,0.007712961,0.07208434,0.06437138,6.4371376,9500.001,84445.92,74945.92,6.4371378107730655
floors,0.0,0.0007473482,0.0007473482,0.07473482,1.0,1.0018684,0.0018683672,0.07473468780514589
waterfront,0.0,-0.00044941448,0.00044941448,0.044941448,0.0,-0.00044941448,0.00044941448,0.04494144814084446
view,0.0,0.009239516,0.009239516,0.9239516,0.0,0.036958065,0.036958065,0.9239516220984533
condition,0.75,1.0225937,0.27259374,27.259373,4.0,5.090375,1.090375,27.25937366484914
grade,0.5,0.61350507,0.113505065,11.350507,7.0,8.362061,1.3620605,11.350504557290721
sqft_above,0.11085181,0.2597823,0.1489305,14.89305,1240.0,2516.3345,1276.3345,14.893051022826716
sqft_basement,0.0,0.12777023,0.12777023,12.777023,0.0,615.85254,615.85254,12.777023632002072
yr_built,0.47826087,0.47826087,0.0,0.0,1955.0,1955.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.51156396,0.51156396,0.0,0.0,47.4756,47.4756,0.0,0.0
long,0.14036545,0.14036545,0.0,0.0,-122.35,-122.35,0.0,0.0
sqft_living15,0.24883841,0.37261456,0.12377615,12.377615,1844.9999,2564.2632,719.2633,12.377616686698715
sqft_lot15,0.010882787,0.11318258,0.102299795,10.2299795,10124.999,99181.984,89056.984,10.2299795157998
