feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.060606062,-0.6310184,0.69162446,69.162445,2.0,-20.823606,22.823606,69.16244391238841
bathrooms,0.125,0.47973144,0.35473144,35.473145,1.0,3.8378515,2.8378515,35.47314405440841
sqft_living,0.05952381,0.60319173,0.5436679,54.36679,989.99994,7383.5347,6393.5347,54.36679139429208
sqft_lot,0.0037791792,1.3134675,1.3096883,130.96883,4920.0,1529756.1,1524836.1,130.96883766192497
floors,0.0,0.00511685,0.00511685,0.511685,1.0,1.0127921,0.01279211,0.5116844177244046
waterfront,0.0,0.5570687,0.5570687,55.70687,0.0,0.5570687,0.5570687,55.70687055582197
view,0.0,0.18801911,0.18801911,18.80191,0.0,0.75207645,0.75207645,18.801911175246307
condition,0.5,0.54136926,0.04136926,4.1369257,3.0,3.165477,0.16547704,4.1369259357442045
grade,0.41666666,1.0366039,0.6199373,61.99373,6.0,13.439247,7.439247,61.99372609455863
sqft_above,0.08168028,0.65741265,0.57573235,57.573235,990.0,5924.0264,4934.0264,57.57323648993581
sqft_basement,0.0,-0.042561468,0.042561468,4.256147,0.0,-205.14627,205.14627,4.256146696098612
yr_built,0.26956522,0.3970188,0.12745357,12.745357,1930.9999,1945.6572,14.657349,12.74552055027163
yr_renovated,0.0,0.1208145,0.1208145,12.08145,0.0,243.44122,243.44122,12.081450280125615
lat,0.8646288,0.6886991,0.17592967,17.592966,47.6939,47.58512,0.10877991,17.593386256895833
long,0.12541528,0.08777852,0.037636757,3.7636757,-122.368004,-122.413315,0.045310974,3.7633699436092876
sqft_living15,0.101703666,0.51377904,0.41207537,41.20754,989.99994,3384.57,2394.57,41.207538605392784
sqft_lot15,0.00494975,0.16907635,0.1641266,16.41266,4960.0,147840.25,142880.25,16.412660286784547
