feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.5,0.125,12.5,3.0,4.0,1.0,12.499999999998437
bathrooms,0.34375,0.25,0.09375,9.375,2.75,2.0,0.75,9.37499999999883
sqft_living,0.1590136,0.18237507,0.023361474,2.3361473,2159.9998,2434.7307,274.73096,2.3361475938031457
sqft_lot,0.003062853,0.1655267,0.16246384,16.246384,4086.0,193238.44,189152.44,16.246385086328477
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0
grade,0.5,0.9166667,0.4166667,41.666668,7.0,12.0,5.0,41.6666666666632
sqft_above,0.12718786,0.12640646,0.000781402,0.0781402,1380.0,1373.3033,6.6966553,0.07814066830148773
sqft_basement,0.16182573,0.1546889,0.0071368366,0.71368366,780.0,745.60046,34.399536,0.7136833222575206
yr_built,0.75652176,0.75652176,0.0,0.0,1987.0,1987.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.6079573,0.6079573,0.0,0.0,47.5352,47.5352,0.0,0.0
long,0.115448505,0.115448505,0.0,0.0,-122.38,-122.38,0.0,0.0
sqft_living15,0.15505077,0.19273083,0.03768006,3.7680058,1300.0,1518.9587,218.95874,3.768004478306229
sqft_lot15,0.003938894,-0.00067937793,0.0046182717,0.46182716,4080.0002,59.56822,4020.4321,0.461827206614016
