feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.25,0.25,0.0,0.0,2.0,2.0,0.0,0.0
bathrooms,0.125,0.25,0.125,12.5,1.0,2.0,1.0,12.499999999998437
sqft_living,0.05952381,0.0975423,0.03801849,3.8018491,989.99994,1437.0974,447.09747,3.8018492614330888
sqft_lot,0.0037791792,0.15026629,0.14648712,14.648712,4920.0,175471.14,170551.14,14.6487116112702
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.75,0.25,25.0,3.0,4.0,1.0,24.99999999999375
grade,0.41666666,0.5833333,0.16666666,16.666666,6.0,7.9999995,1.9999995,16.666662693022293
sqft_above,0.08168028,0.0848508,0.00317052,0.317052,990.0,1017.1714,27.171387,0.3170523537777129
sqft_basement,0.0,0.0028806757,0.0028806757,0.28806758,0.0,13.884857,13.884857,0.288067576301543
yr_built,0.26956522,0.26956522,0.0,0.0,1930.9999,1930.9999,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.8646288,0.8646288,0.0,0.0,47.6939,47.6939,0.0,0.0
long,0.12541528,0.12541528,0.0,0.0,-122.368004,-122.368004,0.0,0.0
sqft_living15,0.101703666,0.152054,0.05035033,5.035033,989.99994,1282.5858,292.58588,5.03503487291075
sqft_lot15,0.00494975,-0.012812838,0.017762588,1.7762588,4960.0,-10503.203,15463.203,1.7762587889940715
