feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.5,0.125,12.5,3.0,4.0,1.0,12.499999999998437
bathrooms,0.4375,0.3125,0.125,12.5,3.5,2.5,1.0,12.499999999998437
sqft_living,0.1207483,0.15878327,0.038034976,3.8034976,1709.9999,2157.2913,447.29138,3.803498144863413
sqft_lot,0.0014532661,0.17488514,0.17343187,17.343187,2212.0,204134.22,201922.22,17.343187149244937
floors,0.4,0.4,0.0,0.0,2.0,2.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0
grade,0.5,0.9166667,0.4166667,41.666668,7.0,12.0,5.0,41.6666666666632
sqft_above,0.1295216,0.13619652,0.0066749305,0.66749305,1400.0,1457.2042,57.204224,0.6674938580258166
sqft_basement,0.06431536,0.062669784,0.0016455725,0.16455725,310.00003,302.06836,7.931671,0.16455749258460836
yr_built,0.9826087,0.9826087,0.0,0.0,2013.0001,2013.0001,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.6252628,0.6252628,0.0,0.0,47.5459,47.5459,0.0,0.0
long,0.12541528,0.12541528,0.0,0.0,-122.368004,-122.368004,0.0,0.0
sqft_living15,0.20323524,0.22081849,0.017583251,1.7583251,1580.0,1682.1763,102.17627,1.7583250650705557
sqft_lot15,0.0017931213,0.0046451325,0.002852011,0.2852011,2212.0,4694.8154,2482.8154,0.2852011121358476
