feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,-0.4252949,0.516204,51.6204,3.0,-14.034732,17.034733,51.62040248061515
bathrooms,0.34375,0.77442265,0.43067265,43.067265,2.75,6.195381,3.4453812,43.06726455687938
sqft_living,0.1590136,0.9100499,0.7510363,75.10363,2159.9998,10992.1875,8832.1875,75.10363520408163
sqft_lot,0.003062853,1.4962627,1.4931998,149.31998,4086.0,1742579.8,1738493.8,149.3199839556668
floors,0.0,-0.058255248,0.058255248,5.825525,1.0,0.8543619,0.14563811,5.82552433013683
waterfront,0.0,0.6880731,0.6880731,68.80731,0.0,0.6880731,0.6880731,68.80730986588273
view,0.0,0.2104567,0.2104567,21.04567,0.0,0.8418268,0.8418268,21.04566991328667
condition,0.5,0.66624916,0.16624916,16.624916,3.0,3.6649966,0.6649966,16.62491559981884
grade,0.5,1.047003,0.54700303,54.700302,7.0,13.564037,6.5640373,54.700311024979165
sqft_above,0.12718786,0.3259537,0.19876583,19.876583,1380.0,3083.4233,1703.4233,19.87658506235414
sqft_basement,0.16182573,0.31341195,0.15158622,15.158622,780.0,1510.6456,730.6456,15.158623026614364
yr_built,0.75652176,0.7946644,0.03814262,3.8142622,1987.0,1991.3865,4.3864746,3.8143257472825756
yr_renovated,0.0,0.054357424,0.054357424,5.4357424,0.0,109.53021,109.53021,5.435742550984799
lat,0.6079573,0.7233045,0.11534721,11.53472,47.5352,47.606518,0.07131958,11.534785715350138
long,0.115448505,0.0809143,0.0345342,3.4534202,-122.38,-122.421585,0.04158783,3.454138670249912
sqft_living15,0.15505077,0.03820546,0.11684531,11.684531,1300.0,621.01196,678.98804,11.68452997951084
sqft_lot15,0.003938894,0.021994628,0.018055733,1.8055733,4080.0002,19798.4,15718.4,1.8055733095581066
