feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.5,0.125,12.5,3.0,4.0,1.0,12.499999999998437
bathrooms,0.125,0.25,0.125,12.5,1.0,2.0,1.0,12.499999999998437
sqft_living,0.046768706,0.21132866,0.16455995,16.455994,839.99994,2775.2249,1935.2249,16.455993652343746
sqft_lot,0.005136248,0.06528035,0.0601441,6.01441,6500.0,76524.21,70024.21,6.014409918756238
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,1.0,0.75,0.25,25.0,5.0,4.0,1.0,24.99999999999375
grade,0.41666666,0.5833333,0.16666666,16.666666,6.0,7.9999995,1.9999995,16.666662693022293
sqft_above,0.064177364,0.14895485,0.08477749,8.477749,840.0,1566.5431,726.5431,8.477749017739935
sqft_basement,0.0,0.06766802,0.06766802,6.766802,0.0,326.15985,326.15985,6.7668018895066115
yr_built,0.6,0.6,0.0,0.0,1968.9999,1968.9999,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.33058387,0.33058387,0.0,0.0,47.3637,47.3637,0.0,0.0
long,0.36212623,0.36212623,0.0,0.0,-122.083,-122.083,0.0,0.0
sqft_living15,0.089657545,0.14415428,0.054496735,5.4496737,920.0,1236.6805,316.68054,5.449673756533943
sqft_lot15,0.004628114,0.02252271,0.017894596,1.7894596,4680.0,20258.123,15578.123,1.7894596452210043
