feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.9791684,0.8882593,88.82593,3.0,32.312557,29.312557,88.82593097108513
bathrooms,0.21875,0.086014286,0.13273571,13.273571,1.75,0.6881143,1.0618857,13.273571431635151
sqft_living,0.09608843,0.41490874,0.3188203,31.88203,1420.0,5169.3267,3749.3267,31.882029423097357
sqft_lot,0.0063558924,1.079245,1.0728891,107.28891,7920.0,1257056.9,1249136.9,107.28890922583516
floors,0.0,0.17374933,0.17374933,17.374933,1.0,1.4343733,0.43437326,17.374930381767953
waterfront,0.0,0.29051661,0.29051661,29.051662,0.0,0.29051661,0.29051661,29.05166149136499
view,0.0,-0.08865077,0.08865077,8.865077,0.0,-0.35460308,0.35460308,8.865077048537898
condition,0.75,1.034493,0.28449297,28.449297,4.0,5.137972,1.1379719,28.449296951286833
grade,0.5,0.66478455,0.16478455,16.478455,7.0,8.977414,1.9774141,16.47845109303655
sqft_above,0.13185531,0.40423036,0.27237505,27.237505,1420.0,3754.2544,2334.2544,27.23750752078471
sqft_basement,0.0,0.677242,0.677242,67.7242,0.0,3264.3064,3264.3064,67.72419909718619
yr_built,0.53913045,0.61457527,0.07544482,7.5444818,1962.0,1970.6761,8.676147,7.544476052989064
yr_renovated,0.0,-0.10697173,0.10697173,10.697173,0.0,-215.54805,215.54805,10.697173693635618
lat,0.2163998,0.16649905,0.049900755,4.9900756,47.293102,47.262245,0.030857086,4.990633378876084
long,0.27491695,0.3961369,0.12121996,12.121996,-122.187996,-122.04205,0.14594269,12.121485713302249
sqft_living15,0.17570126,0.33403692,0.15833566,15.833566,1420.0,2340.0886,920.0886,15.833567768832815
sqft_lot15,0.008349903,0.1538836,0.14553371,14.553371,7919.9995,134614.22,126694.22,14.553370200873243
