feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.25,0.125,12.5,3.0,2.0,1.0,12.499999999998437
bathrooms,0.21875,0.25,0.03125,3.125,1.75,2.0,0.25,3.124999999999609
sqft_living,0.09608843,0.4863449,0.39025646,39.025646,1420.0,6009.416,4589.416,39.02564639136904
sqft_lot,0.0063558924,0.20733373,0.20097783,20.097784,7920.0,241913.27,233993.27,20.09778330745168
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.75,0.0,0.0,4.0,4.0,0.0,0.0
grade,0.5,0.5833333,0.08333331,8.333331,7.0,7.9999995,0.9999995,8.333329359689653
sqft_above,0.13185531,0.358554,0.2266987,22.66987,1420.0,3362.8079,1942.8079,22.66987002716598
sqft_basement,0.0,0.06144212,0.06144212,6.144212,0.0,296.151,296.151,6.144211638517893
yr_built,0.53913045,0.53913045,0.0,0.0,1962.0,1962.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.2163998,0.2163998,0.0,0.0,47.293102,47.293102,0.0,0.0
long,0.27491695,0.27491695,0.0,0.0,-122.187996,-122.187996,0.0,0.0
sqft_living15,0.17570126,0.1158713,0.059829958,5.982996,1420.0,1072.3281,347.67188,5.982995611770779
sqft_lot15,0.008349903,-0.0078021977,0.0161521,1.61521,7919.9995,-6141.1953,14061.195,1.6152100929987856
