feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.375,0.25,0.125,12.5,3.0,2.0,1.0,12.499999999998437
bathrooms,0.1875,0.25,0.0625,6.25,1.5,2.0,0.5,6.249999999999218
sqft_living,0.08078232,0.17119917,0.090416856,9.041686,1240.0,2303.3022,1063.3022,9.041685766103315
sqft_lot,0.007712961,0.24699926,0.2392863,23.92863,9500.001,288094.8,278594.8,23.928629557990643
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,1.0,0.25,25.0,4.0,5.0,1.0,24.99999999999375
grade,0.5,0.5833333,0.08333331,8.333331,7.0,7.9999995,0.9999995,8.333329359689653
sqft_above,0.11085181,0.13621643,0.025364622,2.5364623,1240.0,1457.3748,217.37476,2.5364615619530335
sqft_basement,0.0,0.0223292,0.0223292,2.23292,0.0,107.62675,107.62675,2.2329200649657186
yr_built,0.47826087,0.47826087,0.0,0.0,1955.0,1955.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.51156396,0.51156396,0.0,0.0,47.4756,47.4756,0.0,0.0
long,0.14036545,0.14036545,0.0,0.0,-122.35,-122.35,0.0,0.0
sqft_living15,0.24883841,0.24097371,0.007864699,0.7864699,1844.9999,1799.2982,45.70166,0.7864680804723798
sqft_lot15,0.010882787,0.07277185,0.06188906,6.188906,10124.999,64002.46,53877.46,6.188906188795806
