feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.5,0.5,0.0,0.0,4.0,4.0,0.0,0.0
bathrooms,0.3125,0.25,0.0625,6.25,2.5,2.0,0.5,6.249999999999218
sqft_living,0.13945578,0.114260554,0.025195226,2.5195227,1929.9999,1633.704,296.2959,2.5195229458971085
sqft_lot,0.0064589605,-0.22589174,0.2323507,23.235071,8039.9995,-262479.88,270519.88,23.235069665731604
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0
grade,0.5,0.41666666,0.08333334,8.333334,7.0,6.0,1.0,8.33333333333264
sqft_above,0.12718786,0.10385422,0.023333646,2.3333647,1380.0,1180.0306,199.96936,2.333364764895711
sqft_basement,0.114107884,0.11840327,0.0042953864,0.42953864,550.0,570.70374,20.703735,0.4295380778332468
yr_built,0.67826086,0.67826086,0.0,0.0,1978.0001,1978.0001,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.92026526,0.92026526,0.0,0.0,47.728302,47.728302,0.0,0.0
long,0.25,0.25,0.0,0.0,-122.217995,-122.217995,0.0,0.0
sqft_living15,0.28927895,0.25382155,0.035457402,3.5457401,2080.0,1873.957,206.04297,3.5457402985716735
sqft_lot15,0.007522839,0.0039816014,0.0035412377,0.35412377,7199.9995,4117.179,3082.8203,0.354123698091664
