feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.121212125,-0.27716064,0.39837277,39.837276,4.0,-9.146301,13.146301,39.83727657433591
bathrooms,0.3125,0.28942358,0.023076415,2.3076415,2.5,2.3153887,0.18461132,2.30764150619478
sqft_living,0.13945578,-0.33925617,0.47871196,47.871197,1929.9999,-3699.6523,5629.6523,47.871193399234684
sqft_lot,0.0064589605,-0.72291696,0.7293759,72.93759,8039.9995,-841153.44,849193.44,72.93759351321081
floors,0.0,0.05534479,0.05534479,5.534479,1.0,1.1383619,0.13836193,5.534477233884505
waterfront,0.0,-0.41371763,0.41371763,41.37176,0.0,-0.41371763,0.41371763,41.371762752491584
view,0.0,-0.14872155,0.14872155,14.872154,0.0,-0.5948862,0.5948862,14.872154593463993
condition,0.5,0.34149343,0.15850657,15.850657,3.0,2.3659737,0.6340263,15.850657224651188
grade,0.5,-0.1283639,0.6283639,62.83639,7.0,-0.5403669,7.540367,62.83639272053513
sqft_above,0.12718786,-0.41197973,0.5391676,53.91676,1380.0,-3240.6663,4620.666,53.916756308343054
sqft_basement,0.114107884,-0.19493872,0.3090466,30.90466,550.0,-939.6046,1489.6046,30.904660046842576
yr_built,0.67826086,0.5174973,0.16076356,16.076357,1978.0001,1959.5122,18.487915,16.07644786005421
yr_renovated,0.0,-0.44787437,0.44787437,44.787437,0.0,-902.46686,902.46686,44.78743711712932
lat,0.92026526,0.8426989,0.077566385,7.7566385,47.728302,47.68034,0.04796219,7.757106375647052
long,0.25,0.5438088,0.29380882,29.380882,-122.217995,-121.86425,0.3537445,29.38077299299347
sqft_living15,0.28927895,0.10461652,0.18466243,18.466244,2080.0,1006.92664,1073.0734,18.466242716534374
sqft_lot15,0.007522839,-0.8068535,0.8143763,81.43763,7199.9995,-701754.5,708954.5,81.43763303386713
