feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.9043832,0.81347406,81.347404,3.0,29.844645,26.844645,81.34740771669084
bathrooms,0.1875,0.08836669,0.09913331,9.913331,1.5,0.7069335,0.7930665,9.913331270216656
sqft_living,0.08078232,0.25253484,0.17175251,17.175251,1240.0,3259.8098,2019.8098,17.175253524261265
sqft_lot,0.007712961,0.9466725,0.93895954,93.89595,9500.001,1102706.1,1093206.1,93.8959493212079
floors,0.0,0.08603907,0.08603907,8.603907,1.0,1.2150977,0.21509767,8.603906631466284
waterfront,0.0,0.23877077,0.23877077,23.877077,0.0,0.23877077,0.23877077,23.87707680461403
view,0.0,-0.025239274,0.025239274,2.5239275,0.0,-0.100957096,0.100957096,2.523927390574778
condition,0.75,0.85917974,0.109179735,10.9179735,4.0,4.436719,0.43671894,10.917973518368852
grade,0.5,0.5924968,0.09249681,9.249681,7.0,8.1099615,1.1099615,9.249679247537477
sqft_above,0.11085181,0.32823536,0.21738355,21.738356,1240.0,3102.977,1862.977,21.7383553183343
sqft_basement,0.0,0.56002265,0.56002265,56.002266,0.0,2699.309,2699.309,56.002263112681526
yr_built,0.47826087,0.4577176,0.020543277,2.0543277,1955.0,1952.6375,2.3625488,2.054390285326069
yr_renovated,0.0,0.02529426,0.02529426,2.5294259,0.0,50.967934,50.967934,2.529425987830528
lat,0.51156396,0.53222346,0.020659506,2.0659506,47.4756,47.488377,0.012775421,2.066217231531216
long,0.14036545,0.16498962,0.024624169,2.462417,-122.35,-122.32035,0.029647827,2.4624441153166683
sqft_living15,0.24883841,0.30696416,0.05812575,5.812575,1844.9999,2182.7688,337.76892,5.812578229193555
sqft_lot15,0.010882787,0.2121689,0.2012861,20.12861,10124.999,185354.42,175229.42,20.128611011557073
