feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.5,0.5,0.0,0.0,4.0,4.0,0.0,0.0
bathrooms,0.21875,0.25,0.03125,3.125,1.75,2.0,0.25,3.124999999999609
sqft_living,0.16071428,0.12634303,0.034371257,3.4371257,2180.0,1775.794,404.20605,3.4371263153698974
sqft_lot,0.006046687,0.12353951,0.11749282,11.749282,7560.0,144353.84,136793.84,11.749282707506996
floors,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.75,0.0,0.0,4.0,4.0,0.0,0.0
grade,0.5,0.5833333,0.08333331,8.333331,7.0,7.9999995,0.9999995,8.333329359689653
sqft_above,0.14819136,0.16085397,0.012662604,1.2662604,1560.0,1668.5184,108.51843,1.266259423771149
sqft_basement,0.12863071,0.12207695,0.0065537617,0.6553762,620.00006,588.4109,31.589172,0.655377019985088
yr_built,0.53913045,0.53913045,0.0,0.0,1962.0,1962.0,0.0,0.0
yr_renovated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lat,0.96668285,0.96668285,0.0,0.0,47.757,47.757,0.0,0.0
long,0.15199335,0.15199335,0.0,0.0,-122.336,-122.336,0.0,0.0
sqft_living15,0.24281535,0.23218901,0.010626331,1.062633,1810.0,1748.2502,61.749756,1.0626356196760454
sqft_lot15,0.0076974416,0.073925495,0.066228054,6.6228056,7352.0,65006.77,57654.77,6.622805784769152
