feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.063106045,0.027803048,2.780305,3.0,2.0824995,0.9175005,2.7803045330624747
bathrooms,0.1875,0.18330353,0.004196465,0.4196465,1.5,1.4664283,0.03357172,0.41964650154108524
sqft_living,0.08078232,0.22405681,0.14327449,14.327449,1240.0,2924.908,1684.908,14.327448630819514
sqft_lot,0.007712961,0.082404934,0.07469197,7.4691973,9500.001,96461.92,86961.92,7.4691972744388355
floors,0.0,0.00019026163,0.00019026163,0.019026164,1.0,1.0004756,0.00047564507,0.019025802612297076
waterfront,0.0,-0.0002993431,0.0002993431,0.029934311,0.0,-0.0002993431,0.0002993431,0.02993431116916971
view,0.0,0.018779919,0.018779919,1.8779919,0.0,0.075119674,0.075119674,1.8779918551440313
condition,0.75,0.7888006,0.038800597,3.8800597,4.0,4.1552024,0.15520239,3.8800597190847235
grade,0.5,0.6324082,0.1324082,13.24082,7.0,8.588898,1.5888977,13.24081420898327
sqft_above,0.11085181,0.1704906,0.059638783,5.963878,1240.0,1751.1044,511.10437,5.963878297750145
sqft_basement,0.0,0.0128140105,0.0128140105,1.281401,0.0,61.76353,61.76353,1.281401052514547
yr_built,0.47826087,0.59810555,0.119844675,11.9844675,1955.0,1968.7821,13.7821045,11.984438688858592
yr_renovated,0.0,0.000494954,0.000494954,0.0494954,0.0,0.99733233,0.99733233,0.049495401216795645
lat,0.51156396,0.51156396,0.0,0.0,47.4756,47.4756,0.0,0.0
long,0.14036545,0.14036545,0.0,0.0,-122.35,-122.35,0.0,0.0
sqft_living15,0.24883841,0.29722714,0.048388734,4.8388734,1844.9999,2126.187,281.18713,4.838876850611985
sqft_lot15,0.010882787,0.06600754,0.055124752,5.512475,10124.999,58113.8,47988.8,5.512475550629546
