feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.44793183,0.35702273,35.702274,3.0,14.781751,11.781751,35.702274784896225
bathrooms,0.3125,0.20217867,0.11032133,11.032133,2.5,1.6174294,0.8825706,11.032132804392388
sqft_living,0.1904762,0.063189656,0.12728654,12.728654,2530.0,1033.1104,1496.8896,12.728653473107993
sqft_lot,0.53531986,0.50474334,0.030576527,3.0576527,623779.0,588179.5,35599.5,3.057656531022766
floors,0.0,-0.008539492,0.008539492,0.85394925,1.0,0.9786513,0.021348715,0.8539485931393068
waterfront,0.0,-0.0030588582,0.0030588582,0.30588582,0.0,-0.0030588582,0.0030588582,0.3058858215805809
view,0.0,-0.04670271,0.04670271,4.670271,0.0,-0.18681084,0.18681084,4.6702709048974755
condition,0.75,0.74649733,0.003502667,0.3502667,4.0,3.9859893,0.014010668,0.35026669502249547
grade,0.5833333,0.45098862,0.1323447,13.234469,7.9999995,6.4118633,1.5881362,13.234468301136184
sqft_above,0.2613769,-0.09596884,0.35734573,35.734573,2530.0,-532.453,3062.4531,35.73457555425904
sqft_basement,0.0,0.016353603,0.016353603,1.6353604,0.0,78.82437,78.82437,1.63536040120105
yr_built,0.6956522,0.7739191,0.07826692,7.8266916,1980.0001,1989.0007,9.00061,7.826617697010802
yr_renovated,0.0,0.0016576617,0.0016576617,0.16576618,0.0,3.3401885,3.3401885,0.1657661788221032
lat,0.41969916,0.42136303,0.0016638637,0.16638637,47.4188,47.41983,0.0010299683,0.1665806666209102
long,0.47342193,0.47142366,0.0019982755,0.19982755,-121.949,-121.95141,0.0024108887,0.20023992291303838
sqft_living15,0.29616246,0.22829565,0.0678668,6.78668,2120.0,1725.6261,394.3739,6.786678736313672
sqft_lot15,0.11483788,0.2743759,0.159538,15.9538,100623.0,239508.66,138885.66,15.953801135834972
