feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.75,0.5,0.25,25.0,6.0,4.0,2.0,24.999999999996874
bathrooms,0.21875,0.3125,0.09375,9.375,1.75,2.5,0.75,9.37499999999883
sqft_living,0.20918368,0.14965308,0.0595306,5.95306,2750.0,2049.9202,700.07983,5.953059812792303
sqft_lot,0.007767072,-0.023339562,0.031106634,3.1106634,9563.0,-26653.645,36216.645,3.1106633431005073
floors,0.4,0.4,0.0,0.0,2.0,2.0,0.0,0.0
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.5,0.25,25.0,4.0,3.0,1.0,24.99999999999375
grade,0.5833333,0.5833333,0.0,0.0,7.9999995,7.9999995,0.0,0.0
sqft_above,0.28704783,0.22177611,0.06527172,6.527172,2750.0,2190.6213,559.37866,6.52717225331826
sqft_basement,0.0,0.026339486,0.026339486,2.6339486,0.0,126.95632,126.95632,2.633948583325904
yr_built,0.6347826,0.6347826,0.0,0.0,1972.9999,1972.9999,0.0,0.0
yr_renovated,0.0,0.00019895949,0.00019895949,0.019895948,0.0,0.40090337,0.40090337,0.019895949079735985
lat,0.77227885,0.77227885,0.0,0.0,47.6368,47.6368,0.0,0.0
long,0.35049835,0.35049835,0.0,0.0,-122.097,-122.097,0.0,0.0
sqft_living15,0.28239545,0.25072137,0.031674087,3.1674087,2040.0,1855.9419,184.0581,3.167408457558939
sqft_lot15,0.010237218,0.06935236,0.05911514,5.9115143,9562.999,61025.63,51462.63,5.9115143324787
