feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.18181819,0.9920151,0.81019694,81.01969,6.0,32.7365,26.7365,81.01969632235195
bathrooms,0.21875,0.20186119,0.016888812,1.6888812,1.75,1.6148895,0.1351105,1.6888812184331687
sqft_living,0.20918368,0.32701832,0.11783464,11.783464,2750.0,4135.7354,1385.7354,11.783463873830781
sqft_lot,0.007767072,0.76718956,0.7594225,75.942245,9563.0,893738.9,884175.9,75.94225027785556
floors,0.4,0.3499047,0.05009532,5.009532,2.0,1.8747617,0.1252383,5.009531974790477
waterfront,0.0,0.25454426,0.25454426,25.454426,0.0,0.25454426,0.25454426,25.45442581174212
view,0.0,-0.07616373,0.07616373,7.616373,0.0,-0.30465493,0.30465493,7.616373151538852
condition,0.75,0.75343657,0.0034365654,0.34365654,4.0,4.0137463,0.013746262,0.34365653991690626
grade,0.5833333,0.49178365,0.091549665,9.154966,7.9999995,6.901404,1.0985956,9.154963493346404
sqft_above,0.28704783,0.3465414,0.05949357,5.949357,2750.0,3259.8599,509.85986,5.949356631053091
sqft_basement,0.0,0.47409868,0.47409868,47.409866,0.0,2285.1558,2285.1558,47.40987057507779
yr_built,0.6347826,0.57106066,0.063721955,6.3721952,1972.9999,1965.672,7.327881,6.372070312499945
yr_renovated,0.0,-0.0046384484,0.0046384484,0.46384484,0.0,-9.346474,9.346474,0.4638448483299083
lat,0.77227885,0.94656396,0.17428511,17.42851,47.6368,47.74456,0.10776138,17.428656486570713
long,0.35049835,0.25763708,0.092861265,9.286126,-122.097,-122.2088,0.11180115,9.28580958977109
sqft_living15,0.28239545,0.14134677,0.14104868,14.104869,2040.0,1220.3661,819.6339,14.104868544705083
sqft_lot15,0.010237218,0.16137306,0.15113585,15.1135845,9562.999,141134.16,131571.16,15.11358421524808
