feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.15151516,0.21373978,0.062224627,6.2224627,5.0,7.053413,2.053413,6.222463376594123
bathrooms,0.4375,-0.2520374,0.6895374,68.95374,3.5,-2.0162992,5.5162992,68.95374059676263
sqft_living,0.24404761,0.63472456,0.39067695,39.067696,3160.0,7754.361,4594.361,39.06769421635841
sqft_lot,0.0039982,-0.046230156,0.050228357,5.0228357,5175.0,-53304.57,58479.57,5.022835716721322
floors,0.4,0.56066215,0.16066214,16.066214,2.0,2.4016552,0.4016552,16.06620788573576
waterfront,0.0,-0.14788957,0.14788957,14.788957,0.0,-0.14788957,0.14788957,14.788956940159311
view,0.0,-0.15046395,0.15046395,15.046395,0.0,-0.6018558,0.6018558,15.046395361419732
condition,0.5,0.0061372817,0.49386272,49.386272,3.0,1.0245491,1.9754509,49.386271834361125
grade,0.6666667,0.1851108,0.48155588,48.155586,9.0,3.2213297,5.7786703,48.15558592478033
sqft_above,0.33488914,0.30237913,0.032510012,3.2510014,3160.0,2881.3892,278.61084,3.2510016317823798
sqft_basement,0.0,0.191376,0.191376,19.1376,0.0,922.4323,922.4323,19.13759983426802
yr_built,0.99130434,0.8130274,0.17827696,17.827696,2014.0001,1993.4982,20.501953,17.827785326086804
yr_renovated,0.0,-0.027688012,0.027688012,2.7688012,0.0,-55.791344,55.791344,2.7688011756310082
lat,0.96344817,0.99517393,0.031725764,3.1725764,47.755,47.774612,0.019611359,3.171819285548516
long,0.25166112,0.14042957,0.11123155,11.123155,-122.216,-122.34992,0.13391876,11.122820781305577
sqft_living15,0.2927207,0.80556154,0.51284087,51.28409,2100.0,5080.118,2980.1182,51.28408473692134
sqft_lot15,0.009993694,0.4246153,0.4146216,41.46216,9351.0,370299.4,360948.4,41.46215850572455
