feature,orig_norm,cf_norm,abs_delta_norm,pct_of_range,orig_denorm,cf_denorm,abs_delta_denorm,pct_of_range_denorm
bedrooms,0.09090909,0.21221367,0.12130457,12.130457,3.0,7.003051,4.003051,12.130456982236552
bathrooms,0.3125,0.35509342,0.04259342,4.259342,2.5,2.8407474,0.34074736,4.2593419551844045
sqft_living,0.1904762,0.27591008,0.085433885,8.543388,2530.0,3534.7026,1004.70264,8.543389768016581
sqft_lot,0.53531986,0.11283612,0.42248374,42.248375,623779.0,131892.17,491886.8,42.248372161535855
floors,0.0,0.0013007397,0.0013007397,0.13007396,1.0,1.0032518,0.003251791,0.1300716400145964
waterfront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.75,0.75,0.0,0.0,4.0,4.0,0.0,0.0
grade,0.5833333,0.5833333,0.0,0.0,7.9999995,7.9999995,0.0,0.0
sqft_above,0.2613769,0.26816872,0.00679183,0.679183,2530.0,2588.206,58.206055,0.679183835326721
sqft_basement,0.0,0.06433859,0.06433859,6.433859,0.0,310.112,310.112,6.433858911031508
yr_built,0.6956522,0.6956522,0.0,0.0,1980.0001,1980.0001,0.0,0.0
yr_renovated,0.0,0.00031369115,0.00031369115,0.031369116,0.0,0.63208765,0.63208765,0.031369114040441
lat,0.41969916,0.41969916,0.0,0.0,47.4188,47.4188,0.0,0.0
long,0.47342193,0.47342193,0.0,0.0,-121.949,-121.949,0.0,0.0
sqft_living15,0.29616246,0.2058804,0.09028205,9.028205,2120.0,1595.371,524.629,9.02820561556208
sqft_lot15,0.11483788,0.012128152,0.102709725,10.270972,100623.0,11209.15,89413.85,10.270972864537207
